|ccanid|cpgn|cdata|PGN#|PGNLabel|Acronym|PGNDescription|Multipacket|PGNLength|Priority|PGNReference|SPNPos|SPN|SPNName|SPNDescription|SPNLength|Resolution|Offset|DataRange|OperationalRange|Units
173|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.5|2374|Right Stop Light|This parameter provides measured data from the tractor and attached implement right stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
174|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||3.7|2372|Left Stop Light|This parameter provides measured data from the tractor and attached implement left stop lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
175|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.1|2384|Implement Clearance Light|This parameter provides measured data from an attached implement high mounted clearance lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
176|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.3|2382|Tractor Clearance Light|This parameter provides measured data from the tractor high mounted clearance and center ID lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
177|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.5|2380|Implement Marker Light|This parameter provides measured data from an attached implement marker lights, including front position lights, rear tail lights, side running lights, license plate lights and instruments and switch back lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
178|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||4.7|2378|Tractor Marker Light|This parameter provides measured data from the tractor and attached implement marker lights, including front position lights, rear tail lights, side running lights, license plate lights and instruments and switch back lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
179|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.1|2390|Rear Fog Lights|This parameter provides measured data from the tractor and/or implement rear fog lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
180|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.3|2358|Tractor Underside Mounted Work Lights|This parameter provides measured data from the tractor underside mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
181|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.5|2360|Tractor Rear Low Mounted Work Lights|This parameter provides measured data from the tractor rear low mounted work lights.  00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
182|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||5.7|2362|Tractor Rear High Mounted Work Lights|This parameter provides measured data from the tractor rear high mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
183|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.1|2364|Tractor Side Low Mounted Work Lights|This parameter provides measured data from the tractor side low mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
184|b'\x18\xfe@\x95'|65088|b'\x0f\x0f\xff\xff\xff\xcf\xff\xff'|65088|Lighting Data|LD|This lighting message is a response to the request for lighting data in the lighting command message.  Each lighting controller on the tractor and attached implements must transmit this message to the Tractor ECU when requested.  The tractor will use this information to determine which lighting systems are functioning. Lighting controllers that have lamp sensing capability will also report failed light bulbs.  This is a legal requirement in many areas.  See PGN 65089 for the lighting command message.|No|8|6||6.3|2366|Tractor Side High Mounted Work Lights|This parameter provides measured data from the tractor side high mounted work lights.   00 De-activated 01 Activated 10 Fault Detected 11 Not Available|2 bits|4 states/2 bit|0|0 to 3||bit
